frame,episode_id,heldout_episode,planner_phase,progress,ridge,hidden_cosine_to_sensitive,hidden_pred_norm,raw_gap_first_l2,raw_gap_first_translation_l2,raw_gap_first_rotation_l2,raw_gap_first_gripper_abs,raw_gap_chunk_mean_l2,raw_gap_chunk_max_l2,gap_to_sim_first_l2,gap_to_sim_first_translation_l2,gap_to_sim_first_rotation_l2,gap_to_sim_first_gripper_abs,gap_to_sim_chunk_mean_l2,gap_to_sim_chunk_max_l2,action_gap_reduction,action_gap_reduction_ratio
episode_000001_000017,episode_000001,episode_000001,alignment,17,0.01,0.9647109018508813,28.666157056382538,0.60452831850565,0.004677066980395514,0.004669921968770589,0.6044921875,0.5219080176246764,0.6845812422562849,0.004448007580365161,0.0012045262381345486,0.002109882319315111,0.003725893795490265,0.22317689748680034,0.43006007428673904,0.29873112013787606,0.5723826997283357
episode_000001_000018,episode_000001,episode_000001,alignment,18,0.01,0.9519295057800775,30.9171655125282,0.6108790165689393,0.0039027276848458002,0.0057119951267461805,0.61083984375,0.42064169094350695,0.6108790165689393,0.05236385370705047,0.0006545350445700112,0.000984906610219188,0.052350498735904694,0.1300067676863083,0.2443543699456369,0.29063492325719864,0.6909322815941027
episode_000001_000019,episode_000001,episode_000001,alignment,19,0.01,0.9553276783332643,30.93710923806053,0.6221162220752599,0.004129967294110575,0.006329569139829566,0.6220703125,0.4422233401029917,0.6221162220752599,0.04347275930669861,0.0009053655346776709,0.000550828310563837,0.04345984011888504,0.1493381262638874,0.28334697366402806,0.29288521383910426,0.6623015731618614
episode_000001_000020,episode_000001,episode_000001,descent_to_grasp,20,0.01,0.9609489547273251,32.225927153825694,0.612350428875257,0.0040174902288962425,0.006314838200567434,0.6123046875,0.43987934678956975,0.6162163025128652,0.048189517159891795,0.000888269529485608,0.0006974779582410251,0.04817628115415573,0.13307520407594897,0.26689852183735086,0.3068041427136208,0.697473397996088
episode_000001_000021,episode_000001,episode_000001,descent_to_grasp,21,0.01,0.9562950355927922,31.883692382697763,0.5854973666240866,0.004030408763459981,0.006335171185859476,0.58544921875,0.47668975996707175,0.6181700297066574,0.00578830147444502,0.0010015915659793149,0.0003473988560926018,0.005690392106771469,0.11998357781430029,0.24710248486669922,0.35670618215277144,0.7482983946989161
episode_000001_000022,episode_000001,episode_000001,descent_to_grasp,22,0.01,0.9274169640101767,28.319064691967718,0.5883983595474789,0.003757905513767575,0.002961476720744429,0.58837890625,0.5233863768126721,0.6943450565773494,0.010373457309268396,0.000881333243513359,0.0012256306528940976,0.010263025760650635,0.24102668449410528,0.39970354881681947,0.28235969231856684,0.5394861326694937
episode_000001_000023,episode_000001,episode_000001,descent_to_grasp,23,0.01,0.9787716550268277,28.445367349973083,0.6777511090877039,0.003777292253073848,0.0029008406034901927,0.677734375,0.5197623589072495,0.7080159164025609,0.054301364659087616,0.000657611599894148,0.0002501192680465716,0.05429680645465851,0.2609565119132514,0.4321002524790087,0.2588058469939981,0.4979311074740244
episode_000001_000024,episode_000001,episode_000001,descent_to_grasp,24,0.01,0.8988964625312889,21.803185411521323,0.5019596924296714,0.0025255442583840414,0.00046341452681027156,0.501953125,0.26158246283006775,0.5019596924296714,0.2922519124766,0.0005393744032312386,0.00059352796711656,0.2922508120536804,0.21609214220196313,0.429996743548913,0.045490320628104625,0.1739043211687191
episode_000001_000025,episode_000001,episode_000001,descent_to_grasp,25,0.01,0.8784984347767881,22.074328353485146,0.3476594770175049,0.001387491959558797,0.0005645016250401323,0.34765625,0.17401650077696906,0.3476594770175049,0.19452431928401032,0.0003462004007638675,9.051327516095548e-05,0.19452399015426636,0.14235273201417464,0.3136770822394745,0.03166376876279442,0.18195842705386187
episode_000001_000026,episode_000001,episode_000001,descent_to_grasp,26,0.01,0.9198747692915923,21.727108192496548,0.21484490102742287,0.0006376350534642863,0.0002966562981462184,0.21484375,0.09493613936344455,0.21484490102742287,0.034931979937826665,0.0011000679195295232,0.00030733298064495175,0.03491330146789551,0.05894336118036893,0.16013546422011402,0.03599277818307563,0.3791262044613408
episode_000001_000027,episode_000001,episode_000001,descent_to_grasp,27,0.01,0.8869864483479726,20.7980000021553,0.19922289855502806,0.0012414841995983107,0.0003341767296649914,0.19921875,0.09097468706570148,0.19922289855502806,0.015276927411357631,0.0005026530422055711,0.00029413802810642734,0.015265822410583496,0.05398894936893256,0.15523431092550033,0.036985737696768925,0.4065497655414632
episode_000001_000028,episode_000001,episode_000001,grasp_close,28,0.01,0.8066050334343537,15.532415641158032,0.031703617438525594,0.0052589291876880394,0.0009489586330640773,0.03125,0.00895170152577034,0.031703617438525594,0.006641503380426847,0.0048739722589178315,0.0010573282205545572,0.004385888576507568,0.0046189646168851226,0.011104613183782747,0.004332736908885217,0.4840126646774411
