feature,token_index,token_l2_mean,token_l2_std,token_cosine_mean,token_cosine_std,real_token_variance,sim_token_variance,variance_ratio_sim_over_real
vision_backbone.output,23,186.74031170678964,23.194461831337442,0.2650114378709056,0.06925564687110816,27.98009206498553,33.024336305942946,1.1802797585240905
vision_backbone.output,24,193.42666713551387,31.273459643603193,0.29773893895050946,0.09527554433690791,28.20393454539218,30.797755407916732,1.0919666317601888
vision_backbone.output,25,199.8170182161339,36.65305169697176,0.32017182939826727,0.10718065224643568,27.72059141651044,30.49252550857543,1.0999954889279173
vision_backbone.output,26,191.58874742338705,21.70347737828561,0.2984951025324309,0.07654937827326115,26.344184709912877,30.95645806663459,1.175077475636822
vision_backbone.output,27,186.22426989320255,22.88480818683791,0.2817365117714257,0.07927491053939749,25.98940687284165,31.442254781808153,1.2098104022013911
vision_backbone.output,28,187.7081496910421,28.233890868982968,0.298525277736288,0.08953205579401781,25.300179638990475,29.906326281229433,1.182059839414751
vision_backbone.output,29,187.311593240548,32.40099666428913,0.3126807150939623,0.1062289724747372,25.116630348701822,28.164060814169748,1.121331182692882
vision_backbone.output,30,187.17247264108497,33.24430114340641,0.28730730772312796,0.10448694021796345,26.802917477705144,31.866775843003875,1.1889293719428449
vision_backbone.output,31,200.05893421674025,47.30530461745269,0.28944148049330226,0.11765099456328308,30.101654381563044,35.40584734118474,1.1762093502365922
vision_backbone.output,32,191.89361844522733,36.379836985750394,0.28891231359918856,0.1046345668161296,27.71378587285939,32.3076839982108,1.1657622003152697
vision_backbone.output,33,188.05620071339803,36.376675733579084,0.2925770834067216,0.10820824867220372,27.0002338702636,30.56570961324777,1.1320535133183036
vision_backbone.output,34,194.33808103040823,32.510646050036904,0.3009075215409502,0.09988003365784977,28.040853919120483,31.444251843905136,1.1213728346005878
vision_backbone.output,35,195.51485106320735,33.90773301853014,0.29766447431319937,0.09878664548300314,29.176948973645445,31.09741965453235,1.065821504593287
